Date_UTC,Extent,IAGA,GEOLON,GEOLAT,MAGON,MAGLAT,MLT,MCOLAT,IGRF_DECL,SZA,dbn_nez,dbe_nez,dbz_nez,dbn_geo,dbe_geo,dbz_geo
2022-04-10T05:50:00,60,ABK,18.82,68.35,101.70,65.74,7.74,24.26,9.77,76.76,-112.5,2.2,-282.2,-111.3,-16.9,-282.2
2022-04-10T05:50:00,60,AND,16.03,69.30,100.22,66.86,7.64,23.14,8.46,77.92,-226.9,46.4,-259.7,-231.2,12.5,-259.7
2022-04-10T05:50:00,60,ARS,58.57,56.43,132.43,52.90,9.79,37.10,15.17,55.41,-25.3,-27.4,-0.6,-17.2,-33.1,-0.6
2022-04-10T05:50:00,60,ATU,306.43,67.93,38.19,73.99,3.51,16.01,-28.94,100.48,-143.0,16.1,381.8,-117.3,83.3,381.8
2022-04-10T05:50:00,60,BDV,14.02,49.07,89.64,44.35,6.94,45.65,4.55,76.69,29.8,-3.9,-4.9,30.0,-1.5,-4.9
2022-04-10T05:50:00,60,BEL,20.80,51.83,96.27,47.71,7.38,42.29,6.52,72.70,22.3,-17.3,-16.2,24.1,-14.7,-16.2
2022-04-10T05:50:00,60,BFE,11.67,55.62,89.56,52.27,6.93,37.73,4.40,78.47,33.5,-8.9,-37.3,34.1,-6.3,-37.3
2022-04-10T05:50:00,60,BFO,8.33,48.33,84.57,43.41,6.60,46.59,3.12,80.43,34.6,-1.1,-8.2,34.6,0.8,-8.2
2022-04-10T05:50:00,60,BJN,19.20,74.50,107.71,71.89,8.14,18.11,12.11,78.01,-428.0,102.5,327.8,-440.0,10.5,327.8
2022-04-10T05:50:00,60,BLC,263.99,64.32,-30.06,73.60,22.96,16.40,-1.71,107.42,-63.1,-113.3,199.3,-66.5,-111.4,199.3
2022-04-10T05:50:00,60,BRD,260.03,49.87,-33.04,59.20,22.76,30.80,5.24,121.11,-33.2,30.8,-44.3,-35.9,27.6,-44.3
2022-04-10T05:50:00,60,BRW,203.38,71.32,-106.49,70.64,17.86,19.36,12.49,88.87,-97.1,-45.7,-197.1,-84.9,-65.6,-197.1
2022-04-10T05:50:00,60,C04,251.74,50.06,-44.33,58.14,22.00,31.86,10.90,119.15,-19.3,19.0,-47.7,-22.6,15.0,-47.7
2022-04-10T05:50:00,60,C06,247.03,53.35,-51.24,60.64,21.54,29.36,13.92,114.91,nan,nan,nan,nan,nan,nan
2022-04-10T05:50:00,60,C07,233.31,65.26,-73.47,69.85,20.06,20.15,20.41,101.19,-204.6,-161.4,-71.3,-135.5,-222.7,-71.3
