Date_UTC,Extent,IAGA,GEOLON,GEOLAT,MAGON,MAGLAT,MLT,MCOLAT,IGRF_DECL,SZA,dbn_nez,dbe_nez,dbz_nez,dbn_geo,dbe_geo,dbz_geo
2022-04-10T05:20:00,60,ABK,18.82,68.35,101.70,65.74,7.24,24.26,9.77,79.50,-74.4,42.8,-181.7,-80.5,29.6,-181.7
2022-04-10T05:20:00,60,AND,16.03,69.30,100.22,66.86,7.14,23.14,8.46,80.57,-121.8,12.1,-449.8,-122.3,-6.0,-449.8
2022-04-10T05:20:00,60,ARS,58.57,56.43,132.43,52.90,9.29,37.10,15.17,58.43,2.8,-45.5,0.4,14.6,-43.1,0.4
2022-04-10T05:20:00,60,ATU,306.43,67.93,38.19,73.99,3.01,16.01,-28.94,101.90,-199.9,-87.3,130.2,-217.2,20.3,130.2
2022-04-10T05:20:00,60,BDV,14.02,49.07,89.64,44.35,6.44,45.65,4.55,81.61,44.2,23.1,-8.3,42.2,26.5,-8.3
2022-04-10T05:20:00,60,BEL,20.80,51.83,96.27,47.71,6.88,42.29,6.52,77.31,57.2,8.9,0.3,55.8,15.4,0.3
2022-04-10T05:20:00,60,BFE,11.67,55.62,89.56,52.27,6.43,37.73,4.40,82.71,72.0,34.7,-9.3,69.1,40.2,-9.3
2022-04-10T05:20:00,60,BFO,8.33,48.33,84.57,43.41,6.10,46.59,3.12,85.41,41.0,29.5,-6.4,39.4,31.7,-6.4
2022-04-10T05:20:00,60,BJN,19.20,74.50,107.71,71.89,7.64,18.11,12.11,79.99,-538.8,79.5,-171.4,-543.5,-35.2,-171.4
2022-04-10T05:20:00,60,BLC,263.99,64.32,-30.06,73.60,22.46,16.40,-1.71,106.70,-167.4,-147.3,265.6,-171.8,-142.2,265.6
2022-04-10T05:20:00,60,BRD,260.03,49.87,-33.04,59.20,22.26,30.80,5.24,119.54,50.2,-89.7,-261.4,58.2,-84.7,-261.4
2022-04-10T05:20:00,60,BRW,203.38,71.32,-106.49,70.64,17.36,19.36,12.49,86.60,37.9,-108.3,-208.2,60.5,-97.5,-208.2
2022-04-10T05:20:00,60,C04,251.74,50.06,-44.33,58.14,21.51,31.86,10.90,116.89,36.9,35.8,-107.8,29.5,42.1,-107.8
2022-04-10T05:20:00,60,C06,247.03,53.35,-51.24,60.64,21.05,29.36,13.92,112.53,nan,nan,nan,nan,nan,nan
2022-04-10T05:20:00,60,C07,233.31,65.26,-73.47,69.85,19.57,20.15,20.41,99.04,-110.1,-147.2,-168.7,-51.9,-176.4,-168.7
2022-04-10T05:20:00,60,CBB,254.97,69.12,-47.81,77.05,21.28,12.95,7.46,100.94,-291.6,-272.6,126.2,-253.8,-308.1,126.2
2022-04-10T05:20:00,60,CDC,283.40,64.20,3.04,73.47,0.67,16.53,-22.84,107.82,-21.8,-151.9,217.6,-79.0,-131.5,217.6
2022-04-10T05:20:00,60,CHC,276.00,64.35,-9.45,73.97,23.83,16.03,-16.75,107.63,-47.6,-158.7,141.4,-91.3,-138.3,141.4
2022-04-10T05:20:00,60,CLF,2.27,48.02,79.42,43.11,5.76,46.89,1.46,89.45,29.8,42.8,-5.0,28.7,43.6,-5.0
2022-04-10T05:20:00,60,CMO,212.14,64.87,-93.82,65.45,18.21,24.55,16.37,91.78,184.3,80.1,-312.1,154.3,128.8,-312.1
2022-04-10T05:20:00,60,CPS,180.63,68.88,-120.92,65.37,16.40,24.63,0.93,79.10,150.9,85.8,-50.8,149.5,88.2,-50.8
2022-04-10T05:20:00,60,DAW,220.89,64.05,-85.34,66.24,18.77,23.76,18.97,95.51,150.7,9.2,-320.3,139.5,57.7,-320.3
2022-04-10T05:20:00,60,DMH,341.37,76.77,84.38,77.34,6.09,12.66,-14.25,88.59,-207.5,49.3,460.0,-188.9,98.8,460.0
2022-04-10T05:20:00,60,DOB,9.11,62.07,90.19,59.64,6.48,30.36,3.79,83.57,31.5,56.4,-105.6,27.7,58.3,-105.6
2022-04-10T05:20:00,60,DON,12.50,66.11,95.19,63.75,6.81,26.25,5.87,81.87,2.0,21.5,-178.6,-0.2,21.6,-178.6
2022-04-10T05:20:00,60,EAG,218.84,64.78,-87.77,66.59,18.61,23.41,18.53,94.38,127.3,-7.2,-339.3,123.0,33.7,-339.3
2022-04-10T05:20:00,60,ESK,356.80,55.32,77.25,52.74,5.61,37.26,-1.09,91.05,20.3,78.2,-40.1,21.8,77.8,-40.1
2022-04-10T05:20:00,60,FCC,265.91,58.76,-25.59,68.50,22.76,21.50,-1.58,112.29,-440.9,-304.3,26.6,-449.1,-292.0,26.6
2022-04-10T05:20:00,60,FHB,310.32,62.00,39.05,67.41,3.07,22.59,-23.50,106.31,-277.7,-30.3,168.5,-266.8,83.0,168.5
2022-04-10T05:20:00,60,FMC,248.79,56.66,-50.02,64.28,21.13,25.72,13.65,110.39,nan,nan,nan,nan,nan,nan
2022-04-10T05:20:00,60,FSP,238.77,61.76,-64.89,67.47,20.14,22.53,18.87,103.23,-98.5,98.7,-73.2,-125.1,61.5,-73.2
2022-04-10T05:20:00,60,FUR,11.28,48.17,87.05,43.20,6.27,46.80,3.84,83.47,40.5,24.9,-5.4,38.7,27.6,-5.4
2022-04-10T05:20:00,60,FYU,214.78,66.56,-92.75,67.65,18.28,22.35,17.42,92.07,53.6,-9.7,-428.2,54.0,6.8,-428.2
2022-04-10T05:20:00,60,GDH,306.47,69.25,39.39,75.25,3.09,14.75,-30.02,100.71,-136.5,-59.5,207.2,-148.0,16.8,207.2
2022-04-10T05:20:00,60,GHB,308.27,64.17,37.85,69.98,2.99,20.02,-25.54,104.89,-184.4,-33.2,182.6,-180.7,49.5,182.6
2022-04-10T05:20:00,60,GHC,264.15,68.63,-31.68,77.54,22.35,12.46,-5.51,102.59,0.7,-255.7,247.0,-23.8,-254.6,247.0
2022-04-10T05:20:00,60,GIM,265.36,56.38,-26.08,66.16,22.72,23.84,-0.31,114.50,-197.5,-344.1,-518.3,-199.3,-343.0,-518.3
2022-04-10T05:20:00,60,HAD,355.52,50.98,74.74,47.37,5.45,42.63,-1.00,92.99,23.6,55.4,-6.9,24.6,55.0,-6.9
2022-04-10T05:20:00,60,HAN,26.60,62.25,104.72,59.12,7.44,30.88,11.32,75.44,27.0,-16.7,-64.0,29.7,-11.1,-64.0
2022-04-10T05:20:00,60,HLP,18.82,54.61,95.32,50.93,6.82,39.07,6.50,78.63,52.2,3.2,-8.9,51.5,9.1,-8.9
2022-04-10T05:20:00,60,HOP,25.01,76.51,114.59,73.53,8.10,16.47,16.95,78.88,-588.3,42.9,171.9,-575.2,-130.5,171.9
2022-04-10T05:20:00,60,HRB,18.19,47.86,93.03,42.92,6.67,47.08,5.33,78.86,41.6,17.4,-1.0,39.8,21.2,-1.0
2022-04-10T05:20:00,60,HRN,15.60,77.00,108.72,74.52,7.71,15.48,10.57,81.08,-553.9,303.8,174.3,-600.3,197.0,174.3
2022-04-10T05:20:00,60,IQA,291.48,63.75,15.58,72.21,1.50,17.79,-25.91,107.81,-152.1,-12.0,268.7,-142.1,55.7,268.7
2022-04-10T05:20:00,60,IRT,104.45,52.17,178.45,47.79,12.36,42.21,-4.60,44.36,-51.8,-15.5,-4.0,-52.9,-11.3,-4.0
