Date_UTC,Extent,IAGA,GEOLON,GEOLAT,MAGON,MAGLAT,MLT,MCOLAT,IGRF_DECL,SZA,dbn_nez,dbe_nez,dbz_nez,dbn_geo,dbe_geo,dbz_geo
2022-08-08T06:10:00,60,ABK,18.82,68.35,101.70,65.74,7.98,24.26,9.86,67.74,nan,nan,nan,nan,nan,nan
2022-08-08T06:10:00,60,AND,16.03,69.30,100.22,66.86,7.89,23.14,8.56,68.92,-320.4,74.1,274.4,-327.8,25.7,274.4
2022-08-08T06:10:00,60,ARS,58.57,56.43,132.43,52.90,10.03,37.10,15.20,46.39,-80.2,6.0,-1.8,-79.0,-15.3,-1.8
2022-08-08T06:10:00,60,ATU,306.43,67.93,38.19,73.99,3.75,16.01,-28.78,91.66,-120.3,8.0,335.8,-101.6,64.9,335.8
2022-08-08T06:10:00,60,BDV,14.02,49.07,89.64,44.35,7.18,45.65,4.60,68.05,-45.3,-28.5,5.4,-42.9,-32.0,5.4
2022-08-08T06:10:00,60,BEL,20.80,51.83,96.27,47.71,7.62,42.29,6.57,63.92,-61.3,-24.5,-5.1,-58.1,-31.4,-5.1
2022-08-08T06:10:00,60,BFE,11.67,55.62,89.56,52.27,7.18,37.73,4.47,69.58,-66.1,-49.1,-28.2,-62.1,-54.1,-28.2
2022-08-08T06:10:00,60,BFO,8.33,48.33,84.57,43.41,6.84,46.59,3.17,71.83,-36.2,-31.6,1.4,-34.4,-33.5,1.4
2022-08-08T06:10:00,60,BJN,19.20,74.50,107.71,71.89,8.39,18.11,12.22,69.10,149.6,-42.8,124.4,155.2,-10.2,124.4
2022-08-08T06:10:00,60,BLC,263.99,64.32,-30.06,73.60,23.20,16.40,-1.66,99.46,-51.0,-56.7,297.2,-52.7,-55.2,297.2
2022-08-08T06:10:00,60,BRD,260.03,49.87,-33.04,59.20,23.00,30.80,5.22,113.53,-78.7,126.1,-194.2,-89.9,118.5,-194.2
2022-08-08T06:10:00,60,BRW,203.38,71.32,-106.49,70.64,18.11,19.36,12.34,82.20,98.0,-235.4,-34.1,146.1,-209.0,-34.1
2022-08-08T06:10:00,60,C04,251.74,50.06,-44.33,58.14,22.25,31.86,10.88,112.10,-103.8,129.4,-112.6,-126.4,107.5,-112.6
2022-08-08T06:10:00,60,C06,247.03,53.35,-51.24,60.64,21.79,29.36,13.89,108.01,-166.5,124.5,-252.6,-191.5,80.9,-252.6
2022-08-08T06:10:00,60,C07,233.31,65.26,-73.47,69.85,20.31,20.15,20.32,94.28,-96.9,-93.7,130.4,-58.3,-121.5,130.4
2022-08-08T06:10:00,60,C13,239.97,51.88,-59.30,57.77,21.25,32.23,16.05,107.48,-97.9,130.1,-44.6,-130.0,98.0,-44.6
2022-08-08T06:10:00,60,CBB,254.97,69.12,-47.81,77.05,22.02,12.95,7.45,94.17,36.2,-108.5,141.7,50.0,-102.9,141.7
2022-08-08T06:10:00,60,CDC,283.40,64.20,3.04,73.47,1.41,16.53,-22.69,98.90,-438.1,-276.5,805.2,-510.9,-86.1,805.2
2022-08-08T06:10:00,60,CHC,276.00,64.35,-9.45,73.97,0.57,16.03,-16.62,99.34,-176.8,-96.8,559.4,-197.1,-42.2,559.4
2022-08-08T06:10:00,60,CLF,2.27,48.02,79.42,43.11,6.50,46.89,1.52,75.88,-28.0,-32.8,0.7,-27.1,-33.6,0.7
2022-08-08T06:10:00,60,CMO,212.14,64.87,-93.82,65.45,18.95,24.55,16.26,88.39,-216.8,-39.3,-34.8,-197.1,-98.4,-34.8
2022-08-08T06:10:00,60,CY0,291.40,70.50,18.88,78.52,2.46,11.48,-32.84,91.97,145.3,45.3,240.4,146.6,-40.8,240.4
2022-08-08T06:10:00,60,DAW,220.89,64.05,-85.34,66.24,19.52,23.76,18.87,91.80,nan,nan,nan,nan,nan,nan
2022-08-08T06:10:00,60,DMH,341.37,76.77,84.38,77.34,6.83,12.66,-14.09,78.22,47.9,158.6,-52.4,85.1,142.1,-52.4
2022-08-08T06:10:00,60,DOB,9.11,62.07,90.19,59.64,7.22,30.36,3.87,71.03,-112.7,-44.8,-85.3,-109.5,-52.3,-85.3
2022-08-08T06:10:00,60,DON,12.50,66.11,95.19,63.75,7.55,26.25,5.95,69.80,-258.1,-0.8,-74.0,-256.6,-27.6,-74.0
2022-08-08T06:10:00,60,EAG,218.84,64.78,-87.77,66.59,19.35,23.41,18.43,90.65,-281.5,-129.2,-11.3,-226.2,-211.6,-11.3
2022-08-08T06:10:00,60,ESK,356.80,55.32,77.25,52.74,6.35,37.26,-1.01,77.98,-33.3,-47.2,-24.5,-34.2,-46.6,-24.5
2022-08-08T06:10:00,60,FCC,265.91,58.76,-25.59,68.50,23.50,21.50,-1.56,105.07,-461.8,391.4,695.1,-451.0,403.8,695.1
2022-08-08T06:10:00,60,FHB,310.32,62.00,39.05,67.41,3.81,22.59,-23.38,95.34,-428.5,-54.5,46.4,-415.0,120.0,46.4
2022-08-08T06:10:00,60,FMC,248.79,56.66,-50.02,64.28,21.87,25.72,13.61,105.29,-686.6,-32.2,-205.4,-659.7,-192.9,-205.4
2022-08-08T06:10:00,60,FSP,238.77,61.76,-64.89,67.47,20.88,22.53,18.81,98.53,nan,nan,nan,nan,nan,nan
2022-08-08T06:10:00,60,FUR,11.28,48.17,87.05,43.20,7.01,46.80,3.89,69.87,-40.9,-29.1,2.9,-38.8,-31.8,2.9
2022-08-08T06:10:00,60,FYU,214.78,66.56,-92.75,67.65,19.02,22.35,17.30,88.22,nan,nan,nan,nan,nan,nan
2022-08-08T06:10:00,60,GDH,306.47,69.25,39.39,75.25,3.83,14.75,-29.85,90.58,33.0,129.5,269.1,93.1,95.9,269.1
