Date_UTC,Extent,IAGA,GEOLON,GEOLAT,MAGON,MAGLAT,MLT,MCOLAT,IGRF_DECL,SZA,dbn_nez,dbe_nez,dbz_nez,dbn_geo,dbe_geo,dbz_geo
2022-08-30T04:30:00,60,ABK,18.82,68.35,101.70,65.74,6.43,24.26,9.87,83.05,nan,nan,nan,nan,nan,nan
2022-08-30T04:30:00,60,AND,16.03,69.30,100.22,66.86,6.33,23.14,8.57,83.91,-277.3,155.6,-94.1,-297.4,112.5,-94.1
2022-08-30T04:30:00,60,ARS,58.57,56.43,132.43,52.90,8.48,37.10,15.20,63.22,-18.8,-37.3,2.5,-8.3,-40.9,2.5
2022-08-30T04:30:00,60,ATU,306.43,67.93,38.19,73.99,2.20,16.01,-28.75,102.43,-164.9,-75.0,253.4,-180.6,13.6,253.4
2022-08-30T04:30:00,60,BDV,14.02,49.07,89.64,44.35,5.63,45.65,4.61,88.80,24.5,2.8,-6.0,24.2,4.8,-6.0
2022-08-30T04:30:00,60,BEL,20.80,51.83,96.27,47.71,6.07,42.29,6.58,84.08,20.8,-0.1,-8.9,20.7,2.3,-8.9
2022-08-30T04:30:00,60,BFE,11.67,55.62,89.56,52.27,5.62,37.73,4.48,88.70,18.4,5.2,-14.6,17.9,6.7,-14.6
2022-08-30T04:30:00,60,BFO,8.33,48.33,84.57,43.41,5.29,46.59,3.18,92.62,22.4,12.1,-4.3,21.7,13.3,-4.3
2022-08-30T04:30:00,60,BJN,19.20,74.50,107.71,71.89,6.83,18.11,12.24,82.24,-548.5,234.1,42.9,-585.7,112.5,42.9
2022-08-30T04:30:00,60,BLC,263.99,64.32,-30.06,73.60,21.65,16.40,-1.65,103.55,-239.0,-42.1,-52.7,-240.1,-35.2,-52.7
2022-08-30T04:30:00,60,BRD,260.03,49.87,-33.04,59.20,21.45,30.80,5.21,114.59,-18.1,27.2,-33.5,-20.5,25.5,-33.5
2022-08-30T04:30:00,60,BRW,203.38,71.32,-106.49,70.64,16.55,19.36,12.31,81.69,114.2,-12.2,-251.8,114.2,12.5,-251.8
2022-08-30T04:30:00,60,C04,251.74,50.06,-44.33,58.14,20.69,31.86,10.87,111.03,-30.0,25.9,-27.2,-34.4,19.8,-27.2
2022-08-30T04:30:00,60,C06,247.03,53.35,-51.24,60.64,20.23,29.36,13.88,106.64,-13.4,50.3,-13.6,-25.1,45.6,-13.6
2022-08-30T04:30:00,60,C07,233.31,65.26,-73.47,69.85,18.75,20.15,20.30,93.92,46.0,-197.0,-393.4,111.5,-168.8,-393.4
2022-08-30T04:30:00,60,C13,239.97,51.88,-59.30,57.77,19.70,32.23,16.05,104.25,-20.4,30.6,7.2,-28.1,23.8,7.2
2022-08-30T04:30:00,60,CBB,254.97,69.12,-47.81,77.05,20.46,12.95,7.45,97.59,-33.3,-198.9,113.0,-7.2,-201.6,113.0
2022-08-30T04:30:00,60,CDC,283.40,64.20,3.04,73.47,23.85,16.53,-22.66,106.45,-37.6,-355.8,164.5,-171.8,-313.8,164.5
2022-08-30T04:30:00,60,CHC,276.00,64.35,-9.45,73.97,23.02,16.03,-16.60,105.56,-122.2,-240.1,-121.6,-185.7,-195.1,-121.6
2022-08-30T04:30:00,60,CLF,2.27,48.02,79.42,43.11,4.94,46.89,1.53,96.54,20.7,16.1,-3.2,20.2,16.6,-3.2
2022-08-30T04:30:00,60,CMO,212.14,64.87,-93.82,65.45,17.40,24.55,16.25,85.82,245.9,43.9,109.0,223.8,110.9,109.0
2022-08-30T04:30:00,60,CY0,291.40,70.50,18.88,78.52,0.91,11.48,-32.80,100.48,-79.1,-65.7,246.2,-102.1,-12.3,246.2
2022-08-30T04:30:00,60,DAW,220.89,64.05,-85.34,66.24,17.96,23.76,18.85,89.67,nan,nan,nan,nan,nan,nan
2022-08-30T04:30:00,60,DMH,341.37,76.77,84.38,77.34,5.28,12.66,-14.06,89.81,-79.8,20.8,281.9,-72.4,39.5,281.9
2022-08-30T04:30:00,60,DOB,9.11,62.07,90.19,59.64,5.66,30.36,3.88,88.29,-22.3,21.6,-74.9,-23.7,20.1,-74.9
2022-08-30T04:30:00,60,DON,12.50,66.11,95.19,63.75,6.00,26.25,5.97,85.84,-135.5,66.4,-113.5,-141.7,51.9,-113.5
2022-08-30T04:30:00,60,EAG,218.84,64.78,-87.77,66.59,17.80,23.41,18.41,88.59,344.5,61.4,-67.8,307.5,167.1,-67.8
2022-08-30T04:30:00,60,ESK,356.80,55.32,77.25,52.74,4.80,37.26,-1.00,96.69,13.0,23.0,-21.9,13.4,22.8,-21.9
2022-08-30T04:30:00,60,FCC,265.91,58.76,-25.59,68.50,21.94,21.50,-1.55,108.87,-160.0,-21.7,133.9,-160.6,-17.3,133.9
2022-08-30T04:30:00,60,FHB,310.32,62.00,39.05,67.41,2.25,22.59,-23.36,107.67,-308.9,-25.7,188.4,-293.7,98.9,188.4
2022-08-30T04:30:00,60,FMC,248.79,56.66,-50.02,64.28,20.32,25.72,13.61,105.09,-67.4,10.4,-61.1,-67.9,-5.8,-61.1
2022-08-30T04:30:00,60,FSP,238.77,61.76,-64.89,67.47,19.32,22.53,18.80,97.89,nan,nan,nan,nan,nan,nan
2022-08-30T04:30:00,60,FUR,11.28,48.17,87.05,43.20,5.45,46.80,3.90,90.77,22.0,9.5,-4.4,21.3,11.0,-4.4
2022-08-30T04:30:00,60,FYU,214.78,66.56,-92.75,67.65,17.47,22.35,17.28,86.48,nan,nan,nan,nan,nan,nan
2022-08-30T04:30:00,60,GDH,306.47,69.25,39.39,75.25,2.28,14.75,-29.82,101.15,-139.6,-51.8,230.2,-146.8,24.5,230.2
2022-08-30T04:30:00,60,GHB,308.27,64.17,37.85,69.98,2.17,20.02,-25.39,105.87,-239.2,-73.9,193.7,-247.8,35.8,193.7
2022-08-30T04:30:00,60,GHC,264.15,68.63,-31.68,77.54,21.54,12.46,-5.39,99.80,76.5,-140.2,201.8,63.0,-146.8,201.8
2022-08-30T04:30:00,60,GIM,265.36,56.38,-26.08,66.16,21.91,23.84,-0.30,110.82,-190.3,-46.3,-22.9,-190.5,-45.3,-22.9
2022-08-30T04:30:00,60,HAD,355.52,50.98,74.74,47.37,4.63,42.63,-0.92,99.33,20.2,20.8,-1.5,20.6,20.5,-1.5
2022-08-30T04:30:00,60,HAN,26.60,62.25,104.72,59.12,6.63,30.88,11.40,80.21,-13.4,-24.8,-66.9,-8.3,-27.0,-66.9
2022-08-30T04:30:00,60,HLP,18.82,54.61,95.32,50.93,6.00,39.07,6.57,84.88,17.1,-0.6,-13.0,17.1,1.4,-13.0
2022-08-30T04:30:00,60,HOP,25.01,76.51,114.59,73.53,7.29,16.47,17.10,80.69,nan,nan,nan,nan,nan,nan
