Date_UTC,Extent,IAGA,GEOLON,GEOLAT,MAGON,MAGLAT,MLT,MCOLAT,IGRF_DECL,SZA,dbn_nez,dbe_nez,dbz_nez,dbn_geo,dbe_geo,dbz_geo
2022-08-08T06:20:00,60,ABK,18.82,68.35,101.70,65.74,8.15,24.26,9.86,66.85,nan,nan,nan,nan,nan,nan
2022-08-08T06:20:00,60,AND,16.03,69.30,100.22,66.86,8.05,23.14,8.56,68.05,-304.6,106.1,228.5,-317.0,59.6,228.5
2022-08-08T06:20:00,60,ARS,58.57,56.43,132.43,52.90,10.20,37.10,15.20,45.49,-75.7,0.7,-1.1,-73.2,-19.2,-1.1
2022-08-08T06:20:00,60,ATU,306.43,67.93,38.19,73.99,3.91,16.01,-28.78,91.09,-288.6,-87.7,251.0,-295.2,62.1,251.0
2022-08-08T06:20:00,60,BDV,14.02,49.07,89.64,44.35,7.34,45.65,4.60,66.41,-35.3,-26.9,3.0,-33.0,-29.7,3.0
2022-08-08T06:20:00,60,BEL,20.80,51.83,96.27,47.71,7.79,42.29,6.57,62.39,-48.2,-26.9,-2.9,-44.8,-32.3,-2.9
2022-08-08T06:20:00,60,BFE,11.67,55.62,89.56,52.27,7.34,37.73,4.47,68.17,-49.8,-51.8,-20.1,-45.6,-55.5,-20.1
2022-08-08T06:20:00,60,BFO,8.33,48.33,84.57,43.41,7.01,46.59,3.17,70.17,-25.7,-30.2,-1.4,-24.0,-31.6,-1.4
2022-08-08T06:20:00,60,BJN,19.20,74.50,107.71,71.89,8.55,18.11,12.22,68.47,99.8,-5.1,126.7,98.7,16.1,126.7
2022-08-08T06:20:00,60,BLC,263.99,64.32,-30.06,73.60,23.36,16.40,-1.66,99.53,-38.1,-35.6,256.3,-39.1,-34.5,256.3
2022-08-08T06:20:00,60,BRD,260.03,49.87,-33.04,59.20,23.16,30.80,5.22,113.76,-81.6,97.8,-200.9,-90.2,90.0,-200.9
2022-08-08T06:20:00,60,BRW,203.38,71.32,-106.49,70.64,18.27,19.36,12.34,82.90,68.1,-239.9,49.9,117.8,-219.9,49.9
2022-08-08T06:20:00,60,C04,251.74,50.06,-44.33,58.14,22.41,31.86,10.88,112.56,-98.7,77.5,-132.7,-111.5,57.5,-132.7
2022-08-08T06:20:00,60,C06,247.03,53.35,-51.24,60.64,21.95,29.36,13.89,108.54,-202.5,66.8,-266.7,-212.6,16.3,-266.7
